,neuron,mae,mse,rmse,Perror
1271,relu_5_24_6,0.06572614700177973,0.007318312284624803,0.08554713487092834,10.446885822826271
6268,relu_12_20_8,0.06383313701132595,0.007321232385188745,0.08556420037135125,8.745138180158495
12535,relu_21_9_11,0.07007684648612802,0.007323117897839112,0.08557521777850824,10.160863325710931
5989,relu_12_9_26,0.06578347921947306,0.007337259171753633,0.0856578027488076,10.318392243399149
715,relu_4_30_17,0.05889317438294292,0.0073437994253056785,0.08569597088139955,8.495693097379704
7015,relu_13_20_26,0.06827833595267188,0.0073856129028303345,0.08593958868199414,10.057530981985181
2139,relu_6_29_10,0.06424432755380396,0.007403672873293098,0.08604459816451639,9.964318314706675
505,relu_4_22_23,0.06135724902440906,0.007404475486388441,0.08604926197468774,8.54372728410383
2423,relu_7_12_24,0.06729112339660395,0.0074059099582687755,0.08605759674932117,9.587075013184377
11571,relu_19_27_19,0.06342136930080403,0.0074093236776466235,0.08607742838657892,9.611810339371592
13262,relu_22_9_9,0.0645678499398595,0.007409339598056916,0.08607752086379414,8.095682016835951
13170,relu_22_5_25,0.06322326928665042,0.007419918718087643,0.08613895006376408,8.890714372977001
12307,relu_20_27_26,0.06951622700021706,0.007426847166276956,0.08617915737739001,10.862169888312074
5408,relu_11_15_12,0.07248883784393137,0.007439049712705057,0.0862499258707221,11.97992264298113
5095,relu_10_30_23,0.07207381268198301,0.007445293540974987,0.08628611441579107,11.164762579156285
12242,relu_20_25_15,0.06310177639414669,0.0074505667265488355,0.08631666540447931,9.333910915938116
8804,relu_16_6_6,0.07019144059091334,0.0074517336276750945,0.0863234245594734,11.530230733438378
2842,relu_7_28_11,0.059910852911967044,0.007455702199249806,0.08634640814330267,8.471506291562864
3059,relu_8_9_12,0.06704391850437488,0.007456850446656952,0.08635305696185255,11.27551812959752
8847,relu_16_7_22,0.06785995779549983,0.0074684134028377945,0.08641998265932362,11.292896874251634
9499,relu_17_4_26,0.07277439997175997,0.00748974790501513,0.08654332963906075,11.633845063880646
13472,relu_22_16_30,0.06752922697271671,0.007496660593847467,0.08658325816142211,10.687999435358298
